❯ k get svc -A
NAMESPACE                                  NAME                                                              TYPE           CLUSTER-IP       EXTERNAL-IP                                  PORT(S)                                                                            AGE
vcluster--usdf-rsp-int                     sasquatch-schema-registry-x-sasquatch-x-vcluster--usdf-rsp-int    ClusterIP      10.107.129.123   <none>                                       8081/TCP                                                                           75d
vcluster--usdf-rsp-int                     schedview-snapshot-x-schedview-snapshot-x-vcluster---9e6a844ab9   ClusterIP      10.108.167.7     <none>                                       8080/TCP                                                                           383d
vcluster--usdf-rsp-int                     schedview-static-pages-x-schedview-static-pages-x-vc-6d3258cb81   ClusterIP      10.106.218.205   <none>                                       8080/TCP                                                                           222d
vcluster--usdf-rsp-int                     semaphore-x-semaphore-x-vcluster--usdf-rsp-int                    ClusterIP      10.103.24.168    <none>                                       80/TCP                                                                             383d
vcluster--usdf-rsp-int                     squareone-x-squareone-x-vcluster--usdf-rsp-int                    ClusterIP      10.97.73.108     <none>                                       80/TCP                                                                             383d
vcluster--usdf-rsp-int                     vault-secrets-operator-x-vault-secrets-operator-x-vc-9b4d22cbb6   ClusterIP      10.100.212.82    <none>                                       8080/TCP,8081/TCP                                                                  383d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int                                            ClusterIP      10.99.99.199     <none>                                       443/TCP,10250/TCP                                                                  2y86d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-etcd                                       ClusterIP      10.101.190.132   <none>                                       2379/TCP,2380/TCP                                                                  383d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-etcd-headless                              ClusterIP      None             <none>                                       2379/TCP,2380/TCP                                                                  383d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-headless                                   ClusterIP      None             <none>                                       443/TCP                                                                            383d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc004                            ClusterIP      10.101.73.68     <none>                                       10250/TCP                                                                          11h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc006                            ClusterIP      10.102.136.219   <none>                                       10250/TCP                                                                          26d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc007                            ClusterIP      10.99.116.96     <none>                                       10250/TCP                                                                          16d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc008                            ClusterIP      10.97.48.200     <none>                                       10250/TCP                                                                          26d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc009                            ClusterIP      10.100.106.13    <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc010                            ClusterIP      10.96.126.1      <none>                                       10250/TCP                                                                          8h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc011                            ClusterIP      10.98.43.60      <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc012                            ClusterIP      10.110.45.9      <none>                                       10250/TCP                                                                          21d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc013                            ClusterIP      10.102.227.92    <none>                                       10250/TCP                                                                          20d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc014                            ClusterIP      10.99.131.139    <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc015                            ClusterIP      10.98.247.76     <none>                                       10250/TCP                                                                          8h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc021                            ClusterIP      10.96.227.36     <none>                                       10250/TCP                                                                          8h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc022                            ClusterIP      10.108.7.255     <none>                                       10250/TCP                                                                          6h12m
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc024                            ClusterIP      10.103.27.29     <none>                                       10250/TCP                                                                          8h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc026                            ClusterIP      10.103.144.19    <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc027                            ClusterIP      10.108.142.184   <none>                                       10250/TCP                                                                          34d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc033                            ClusterIP      10.102.66.194    <none>                                       10250/TCP                                                                          34m
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc034                            ClusterIP      10.96.41.192     <none>                                       10250/TCP                                                                          7h13m
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc035                            ClusterIP      10.96.123.2      <none>                                       10250/TCP                                                                          8h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc037                            ClusterIP      10.101.89.36     <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc039                            ClusterIP      10.102.92.43     <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc040                            ClusterIP      10.103.205.90    <none>                                       10250/TCP                                                                          27d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc044                            ClusterIP      10.106.107.242   <none>                                       10250/TCP                                                                          20d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc045                            ClusterIP      10.98.172.31     <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc047                            ClusterIP      10.104.160.176   <none>                                       10250/TCP                                                                          26d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc048                            ClusterIP      10.103.198.226   <none>                                       10250/TCP                                                                          26d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc049                            ClusterIP      10.108.157.205   <none>                                       10250/TCP                                                                          47m
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc050                            ClusterIP      10.107.229.174   <none>                                       10250/TCP                                                                          33m
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8sc052                            ClusterIP      10.108.12.108    <none>                                       10250/TCP                                                                          9h
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8se001                            ClusterIP      10.105.205.95    <none>                                       10250/TCP                                                                          35d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8se002                            ClusterIP      10.107.83.223    <none>                                       10250/TCP                                                                          35d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8so002                            ClusterIP      10.101.31.150    <none>                                       10250/TCP                                                                          20d
vcluster--usdf-rsp-int                     vcluster--usdf-rsp-int-node-sdfk8so003                            ClusterIP      10.101.89.216    <none>                                       10250/TCP                                                                          16h
vcluster--usdf-rsp                         argocd-application-controller-metrics-x-argocd-x-vcl-7357ed2507   ClusterIP      10.99.160.143    <none>                                       8082/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-applicationset-controller-x-argocd-x-vcluster--usdf-rsp    ClusterIP      10.108.213.166   <none>                                       7000/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-dex-server-x-argocd-x-vcluster--usdf-rsp                   ClusterIP      10.104.229.15    <none>                                       5556/TCP,5557/TCP                                                                  3y173d
vcluster--usdf-rsp                         argocd-notifications-controller-metrics-x-argocd-x-v-8bada44c59   ClusterIP      10.108.62.243    <none>                                       9001/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-redis-metrics-x-argocd-x-vcluster--usdf-rsp                ClusterIP      None             <none>                                       9121/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-redis-x-argocd-x-vcluster--usdf-rsp                        ClusterIP      10.104.234.116   <none>                                       6379/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-repo-server-metrics-x-argocd-x-vcluster--usdf-rsp          ClusterIP      10.109.214.59    <none>                                       8084/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-repo-server-x-argocd-x-vcluster--usdf-rsp                  ClusterIP      10.111.204.67    <none>                                       8081/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-server-metrics-x-argocd-x-vcluster--usdf-rsp               ClusterIP      10.110.99.139    <none>                                       8083/TCP                                                                           3y173d
vcluster--usdf-rsp                         argocd-server-x-argocd-x-vcluster--usdf-rsp                       ClusterIP      10.106.186.52    <none>                                       80/TCP,443/TCP                                                                     3y173d
vcluster--usdf-rsp                         bootstrap-x-kafka-proxy-x-vcluster--usdf-rsp                      ClusterIP      10.104.98.215    <none>                                       9094/TCP                                                                           37d
vcluster--usdf-rsp                         broker-6-x-kafka-proxy-x-vcluster--usdf-rsp                       ClusterIP      10.102.35.47     <none>                                       9094/TCP                                                                           37d
vcluster--usdf-rsp                         broker-7-x-kafka-proxy-x-vcluster--usdf-rsp                       ClusterIP      10.111.42.202    <none>                                       9094/TCP                                                                           37d
vcluster--usdf-rsp                         broker-8-x-kafka-proxy-x-vcluster--usdf-rsp                       ClusterIP      10.100.25.174    <none>                                       9094/TCP                                                                           37d
vcluster--usdf-rsp                         butler-x-butler-x-vcluster--usdf-rsp                              ClusterIP      10.108.145.55    <none>                                       8080/TCP                                                                           649d
vcluster--usdf-rsp                         cadc-tap-schema-db-x-consdbtap-x-vcluster--usdf-rsp               ClusterIP      10.101.78.28     <none>                                       3306/TCP                                                                           21d
vcluster--usdf-rsp                         cadc-tap-schema-db-x-livetap-x-vcluster--usdf-rsp                 ClusterIP      10.104.80.60     <none>                                       3306/TCP                                                                           2y200d
vcluster--usdf-rsp                         cadc-tap-schema-db-x-ssotap-x-vcluster--usdf-rsp                  ClusterIP      10.111.2.19      <none>                                       3306/TCP                                                                           2y213d
vcluster--usdf-rsp                         cadc-tap-schema-db-x-tap-x-vcluster--usdf-rsp                     ClusterIP      10.96.184.74     <none>                                       3306/TCP                                                                           2y213d
vcluster--usdf-rsp                         cadc-tap-uws-db-x-consdbtap-x-vcluster--usdf-rsp                  ClusterIP      10.106.232.219   <none>                                       5432/TCP                                                                           280d
vcluster--usdf-rsp                         cadc-tap-uws-db-x-livetap-x-vcluster--usdf-rsp                    ClusterIP      10.110.91.145    <none>                                       5432/TCP                                                                           2y200d
vcluster--usdf-rsp                         cadc-tap-uws-db-x-ssotap-x-vcluster--usdf-rsp                     ClusterIP      10.111.16.154    <none>                                       5432/TCP                                                                           2y213d
vcluster--usdf-rsp                         cadc-tap-uws-db-x-tap-x-vcluster--usdf-rsp                        ClusterIP      10.99.117.156    <none>                                       5432/TCP                                                                           3y101d
vcluster--usdf-rsp                         cadc-tap-x-consdbtap-x-vcluster--usdf-rsp                         ClusterIP      10.102.150.33    <none>                                       80/TCP                                                                             21d
vcluster--usdf-rsp                         cadc-tap-x-livetap-x-vcluster--usdf-rsp                           ClusterIP      10.98.188.189    <none>                                       80/TCP                                                                             2y200d
vcluster--usdf-rsp                         cadc-tap-x-ssotap-x-vcluster--usdf-rsp                            ClusterIP      10.102.195.23    <none>                                       80/TCP                                                                             2y213d
vcluster--usdf-rsp                         cadc-tap-x-tap-x-vcluster--usdf-rsp                               ClusterIP      10.100.102.190   <none>                                       80/TCP                                                                             3y101d
vcluster--usdf-rsp                         consdb-pq-x-consdb-x-vcluster--usdf-rsp                           ClusterIP      10.104.85.30     <none>                                       8080/TCP                                                                           595d
vcluster--usdf-rsp                         datalinker-x-datalinker-x-vcluster--usdf-rsp                      ClusterIP      10.107.208.11    <none>                                       8080/TCP                                                                           3y173d
vcluster--usdf-rsp                         exposurelog-x-exposurelog-x-vcluster--usdf-rsp                    ClusterIP      10.110.62.14     <none>                                       8080/TCP                                                                           712d
vcluster--usdf-rsp                         fov-quicklook-coordinator-x-fov-quicklook-x-vcluster--usdf-rsp    ClusterIP      10.98.140.102    <none>                                       9501/TCP                                                                           42d
vcluster--usdf-rsp                         fov-quicklook-db-x-fov-quicklook-x-vcluster--usdf-rsp             ClusterIP      None             <none>                                       5432/TCP                                                                           42d
vcluster--usdf-rsp                         fov-quicklook-frontend-x-fov-quicklook-x-vcluster--usdf-rsp       ClusterIP      10.96.250.130    <none>                                       9500/TCP                                                                           42d
vcluster--usdf-rsp                         gafaelfawr-redis-ephemeral-x-gafaelfawr-x-vcluster--usdf-rsp      ClusterIP      10.98.74.70      <none>                                       6379/TCP                                                                           331d
vcluster--usdf-rsp                         gafaelfawr-redis-x-gafaelfawr-x-vcluster--usdf-rsp                ClusterIP      10.100.231.20    <none>                                       6379/TCP                                                                           3y173d
vcluster--usdf-rsp                         gafaelfawr-x-gafaelfawr-x-vcluster--usdf-rsp                      ClusterIP      10.111.106.143   <none>                                       8080/TCP                                                                           3y173d
vcluster--usdf-rsp                         gangway                                                           ClusterIP      10.98.142.27     <none>                                       8080/TCP                                                                           3y174d
vcluster--usdf-rsp                         hub-x-nublado-x-vcluster--usdf-rsp                                ClusterIP      10.109.88.201    <none>                                       8081/TCP                                                                           2y171d
vcluster--usdf-rsp                         jira-data-proxy-x-jira-data-proxy-x-vcluster--usdf-rsp            ClusterIP      10.110.109.184   <none>                                       8080/TCP                                                                           222d
vcluster--usdf-rsp                         kafka-bootstrap-x-kafka-proxy-x-vcluster--usdf-rsp                ClusterIP      10.109.82.153    <none>                                       9094/TCP                                                                           174d
vcluster--usdf-rsp                         kafka-broker-6-x-kafka-proxy-x-vcluster--usdf-rsp                 ClusterIP      10.103.38.237    <none>                                       9094/TCP                                                                           174d
vcluster--usdf-rsp                         kafka-broker-7-x-kafka-proxy-x-vcluster--usdf-rsp                 ClusterIP      10.108.239.18    <none>                                       9094/TCP                                                                           174d
vcluster--usdf-rsp                         kafka-broker-8-x-kafka-proxy-x-vcluster--usdf-rsp                 ClusterIP      10.101.42.171    <none>                                       9094/TCP                                                                           174d
vcluster--usdf-rsp                         kube-dns-x-kube-system-x-vcluster--usdf-rsp                       ClusterIP      10.111.131.167   <none>                                       53/UDP,53/TCP,9153/TCP                                                             3y174d
vcluster--usdf-rsp                         lab-x-nublado-acero-x-vcluster--usdf-rsp                          ClusterIP      10.103.105.91    <none>                                       8888/TCP                                                                           2d2h
vcluster--usdf-rsp                         lab-x-nublado-adari-x-vcluster--usdf-rsp                          ClusterIP      10.110.49.207    <none>                                       8888/TCP                                                                           22h
vcluster--usdf-rsp                         lab-x-nublado-afausti-x-vcluster--usdf-rsp                        ClusterIP      10.96.216.104    <none>                                       8888/TCP                                                                           118m
vcluster--usdf-rsp                         lab-x-nublado-amouroux-x-vcluster--usdf-rsp                       ClusterIP      10.108.130.29    <none>                                       8888/TCP                                                                           2d12h
vcluster--usdf-rsp                         lab-x-nublado-antilog-x-vcluster--usdf-rsp                        ClusterIP      10.110.124.172   <none>                                       8888/TCP                                                                           7h27m
vcluster--usdf-rsp                         lab-x-nublado-arasmus-x-vcluster--usdf-rsp                        ClusterIP      10.98.65.62      <none>                                       8888/TCP                                                                           3d4h
vcluster--usdf-rsp                         lab-x-nublado-ataranto-x-vcluster--usdf-rsp                       ClusterIP      10.111.0.124     <none>                                       8888/TCP                                                                           7d12h
vcluster--usdf-rsp                         lab-x-nublado-azbriger-x-vcluster--usdf-rsp                       ClusterIP      10.107.12.190    <none>                                       8888/TCP                                                                           12h
vcluster--usdf-rsp                         lab-x-nublado-bechtol-x-vcluster--usdf-rsp                        ClusterIP      10.108.25.252    <none>                                       8888/TCP                                                                           40h
vcluster--usdf-rsp                         lab-x-nublado-bot-mobu04-x-vcluster--usdf-rsp                     ClusterIP      10.100.86.247    <none>                                       8888/TCP                                                                           16m
vcluster--usdf-rsp                         lab-x-nublado-bot-noteburst01-x-vcluster--usdf-rsp                ClusterIP      10.105.168.92    <none>                                       8888/TCP                                                                           8h
vcluster--usdf-rsp                         lab-x-nublado-bot-noteburst02-x-vcluster--usdf-rsp                ClusterIP      10.99.130.74     <none>                                       8888/TCP                                                                           9h
vcluster--usdf-rsp                         lab-x-nublado-bot-noteburst03-x-vcluster--usdf-rsp                ClusterIP      10.111.215.208   <none>                                       8888/TCP                                                                           8h
vcluster--usdf-rsp                         lab-x-nublado-boutigny-x-vcluster--usdf-rsp                       ClusterIP      10.109.154.95    <none>                                       8888/TCP                                                                           32h
vcluster--usdf-rsp                         lab-x-nublado-bquint-x-vcluster--usdf-rsp                         ClusterIP      10.109.202.70    <none>                                       8888/TCP                                                                           2d5h
vcluster--usdf-rsp                         lab-x-nublado-carlosm-x-vcluster--usdf-rsp                        ClusterIP      10.98.224.224    <none>                                       8888/TCP                                                                           2d4h
vcluster--usdf-rsp                         lab-x-nublado-cravoux-x-vcluster--usdf-rsp                        ClusterIP      10.110.45.48     <none>                                       8888/TCP                                                                           2d11h
vcluster--usdf-rsp                         lab-x-nublado-crenshaw-x-vcluster--usdf-rsp                       ClusterIP      10.105.225.252   <none>                                       8888/TCP                                                                           41h
vcluster--usdf-rsp                         lab-x-nublado-cslage-x-vcluster--usdf-rsp                         ClusterIP      10.101.222.141   <none>                                       8888/TCP                                                                           22h
vcluster--usdf-rsp                         lab-x-nublado-cslater-x-vcluster--usdf-rsp                        ClusterIP      10.110.58.184    <none>                                       8888/TCP                                                                           2d15h
vcluster--usdf-rsp                         lab-x-nublado-dgmonet-x-vcluster--usdf-rsp                        ClusterIP      10.111.215.75    <none>                                       8888/TCP                                                                           39m
vcluster--usdf-rsp                         lab-x-nublado-dltucker-x-vcluster--usdf-rsp                       ClusterIP      10.109.244.114   <none>                                       8888/TCP                                                                           46h
vcluster--usdf-rsp                         lab-x-nublado-ebellm-x-vcluster--usdf-rsp                         ClusterIP      10.101.158.152   <none>                                       8888/TCP                                                                           2d2h
vcluster--usdf-rsp                         lab-x-nublado-eisert-x-vcluster--usdf-rsp                         ClusterIP      10.111.166.34    <none>                                       8888/TCP                                                                           6d17h
vcluster--usdf-rsp                         lab-x-nublado-elhoward-x-vcluster--usdf-rsp                       ClusterIP      10.107.137.88    <none>                                       8888/TCP                                                                           47h
vcluster--usdf-rsp                         lab-x-nublado-esteves-x-vcluster--usdf-rsp                        ClusterIP      10.105.108.217   <none>                                       8888/TCP                                                                           4d14h
vcluster--usdf-rsp                         lab-x-nublado-fanning-x-vcluster--usdf-rsp                        ClusterIP      10.103.180.9     <none>                                       8888/TCP                                                                           30h
vcluster--usdf-rsp                         lab-x-nublado-gmegias-x-vcluster--usdf-rsp                        ClusterIP      10.106.219.43    <none>                                       8888/TCP                                                                           2d23h
vcluster--usdf-rsp                         lab-x-nublado-hchiang2-x-vcluster--usdf-rsp                       ClusterIP      10.107.110.165   <none>                                       8888/TCP                                                                           160m
vcluster--usdf-rsp                         lab-x-nublado-homer-x-vcluster--usdf-rsp                          ClusterIP      10.109.162.13    <none>                                       8888/TCP                                                                           2d19h
vcluster--usdf-rsp                         lab-x-nublado-hyeyun-x-vcluster--usdf-rsp                         ClusterIP      10.99.29.170     <none>                                       8888/TCP                                                                           28h
vcluster--usdf-rsp                         lab-x-nublado-jkurla-x-vcluster--usdf-rsp                         ClusterIP      10.104.205.43    <none>                                       8888/TCP                                                                           4d21h
vcluster--usdf-rsp                         lab-x-nublado-jlkitt-x-vcluster--usdf-rsp                         ClusterIP      10.101.95.154    <none>                                       8888/TCP                                                                           2d1h
vcluster--usdf-rsp                         lab-x-nublado-jmeyers3-x-vcluster--usdf-rsp                       ClusterIP      10.103.191.70    <none>                                       8888/TCP                                                                           45h
vcluster--usdf-rsp                         lab-x-nublado-jneveu-x-vcluster--usdf-rsp                         ClusterIP      10.111.239.191   <none>                                       8888/TCP                                                                           4d13h
vcluster--usdf-rsp                         lab-x-nublado-kadrlica-x-vcluster--usdf-rsp                       ClusterIP      10.98.17.192     <none>                                       8888/TCP                                                                           6d5h
vcluster--usdf-rsp                         lab-x-nublado-kshitija-x-vcluster--usdf-rsp                       ClusterIP      10.109.57.26     <none>                                       8888/TCP                                                                           40h
vcluster--usdf-rsp                         lab-x-nublado-leget-x-vcluster--usdf-rsp                          ClusterIP      10.96.25.80      <none>                                       8888/TCP                                                                           2d12h
vcluster--usdf-rsp                         lab-x-nublado-lynnej-x-vcluster--usdf-rsp                         ClusterIP      10.97.172.64     <none>                                       8888/TCP                                                                           8d
vcluster--usdf-rsp                         lab-x-nublado-mainetti-x-vcluster--usdf-rsp                       ClusterIP      10.102.135.114   <none>                                       8888/TCP                                                                           33h
vcluster--usdf-rsp                         lab-x-nublado-mesquita-x-vcluster--usdf-rsp                       ClusterIP      10.105.146.1     <none>                                       8888/TCP                                                                           2d11h
vcluster--usdf-rsp                         lab-x-nublado-mholman-x-vcluster--usdf-rsp                        ClusterIP      10.108.130.92    <none>                                       8888/TCP                                                                           31h
vcluster--usdf-rsp                         lab-x-nublado-monroy-x-vcluster--usdf-rsp                         ClusterIP      10.100.158.68    <none>                                       8888/TCP                                                                           2d11h
vcluster--usdf-rsp                         lab-x-nublado-mpavlo-x-vcluster--usdf-rsp                         ClusterIP      10.98.79.73      <none>                                       8888/TCP                                                                           31h
vcluster--usdf-rsp                         lab-x-nublado-mrakovci-x-vcluster--usdf-rsp                       ClusterIP      10.102.50.228    <none>                                       8888/TCP                                                                           29h
vcluster--usdf-rsp                         lab-x-nublado-mramel-x-vcluster--usdf-rsp                         ClusterIP      10.105.14.120    <none>                                       8888/TCP                                                                           5h12m
vcluster--usdf-rsp                         lab-x-nublado-mrawls-x-vcluster--usdf-rsp                         ClusterIP      10.111.71.250    <none>                                       8888/TCP                                                                           3d15h
vcluster--usdf-rsp                         lab-x-nublado-omullan-x-vcluster--usdf-rsp                        ClusterIP      10.106.63.195    <none>                                       8888/TCP                                                                           2d5h
vcluster--usdf-rsp                         lab-x-nublado-pai-x-vcluster--usdf-rsp                            ClusterIP      10.107.16.173    <none>                                       8888/TCP                                                                           2d7h
vcluster--usdf-rsp                         lab-x-nublado-plago-x-vcluster--usdf-rsp                          ClusterIP      10.111.135.173   <none>                                       8888/TCP                                                                           5d6h
vcluster--usdf-rsp                         lab-x-nublado-plazas-x-vcluster--usdf-rsp                         ClusterIP      10.110.230.253   <none>                                       8888/TCP                                                                           22d
vcluster--usdf-rsp                         lab-x-nublado-rejnicho-x-vcluster--usdf-rsp                       ClusterIP      10.102.166.139   <none>                                       8888/TCP                                                                           24h
vcluster--usdf-rsp                         lab-x-nublado-rosignol-x-vcluster--usdf-rsp                       ClusterIP      10.107.68.192    <none>                                       8888/TCP                                                                           4h11m
vcluster--usdf-rsp                         lab-x-nublado-rp312-x-vcluster--usdf-rsp                          ClusterIP      10.96.43.151     <none>                                       8888/TCP                                                                           23d
vcluster--usdf-rsp                         lab-x-nublado-scichris-x-vcluster--usdf-rsp                       ClusterIP      10.104.16.171    <none>                                       8888/TCP                                                                           25d
vcluster--usdf-rsp                         lab-x-nublado-segev-x-vcluster--usdf-rsp                          ClusterIP      10.105.250.241   <none>                                       8888/TCP                                                                           2d16h
vcluster--usdf-rsp                         lab-x-nublado-stalder-x-vcluster--usdf-rsp                        ClusterIP      10.106.86.219    <none>                                       8888/TCP                                                                           6d21h
vcluster--usdf-rsp                         lab-x-nublado-vbecker-x-vcluster--usdf-rsp                        ClusterIP      10.98.134.48     <none>                                       8888/TCP                                                                           155m
vcluster--usdf-rsp                         lab-x-nublado-wbeebe-x-vcluster--usdf-rsp                         ClusterIP      10.101.67.120    <none>                                       8888/TCP                                                                           25d
vcluster--usdf-rsp                         lab-x-nublado-yassine-x-vcluster--usdf-rsp                        ClusterIP      10.98.11.112     <none>                                       8888/TCP                                                                           11h
vcluster--usdf-rsp                         lab-x-nublado-ykang-x-vcluster--usdf-rsp                          ClusterIP      10.96.81.20      <none>                                       8888/TCP                                                                           2d7h
vcluster--usdf-rsp                         lab-x-nublado-youtsumi-x-vcluster--usdf-rsp                       ClusterIP      10.101.60.21     <none>                                       8888/TCP                                                                           26h
vcluster--usdf-rsp                         lab-x-nublado-yusra-x-vcluster--usdf-rsp                          ClusterIP      10.107.71.202    <none>                                       8888/TCP                                                                           2d4h
vcluster--usdf-rsp                         lab-x-nublado-zhzhuoqi-x-vcluster--usdf-rsp                       ClusterIP      10.106.203.10    <none>                                       8888/TCP                                                                           85m
vcluster--usdf-rsp                         metrics-server-x-kube-system-x-vcluster--usdf-rsp                 ExternalName   <none>           localhost                                    9001/TCP                                                                           216d
vcluster--usdf-rsp                         mobu-x-mobu-x-vcluster--usdf-rsp                                  ClusterIP      10.98.175.186    <none>                                       8080/TCP                                                                           3y173d
vcluster--usdf-rsp                         narrativelog-x-narrativelog-x-vcluster--usdf-rsp                  ClusterIP      10.102.158.46    <none>                                       8080/TCP                                                                           712d
vcluster--usdf-rsp                         nightlydigest-backend-service-x-nightlydigest-x-vclu-e9a31ad410   ClusterIP      10.105.106.232   <none>                                       8080/TCP                                                                           53d
vcluster--usdf-rsp                         nightlydigest-nginx-service-x-nightlydigest-x-vclust-f1425f51c7   ClusterIP      10.99.173.59     <none>                                       80/TCP                                                                             53d
vcluster--usdf-rsp                         nightreport-x-nightreport-x-vcluster--usdf-rsp                    ClusterIP      10.102.68.56     <none>                                       8080/TCP                                                                           320d
vcluster--usdf-rsp                         noteburst-redis-x-noteburst-x-vcluster--usdf-rsp                  ClusterIP      10.96.249.4      <none>                                       6379/TCP                                                                           355d
vcluster--usdf-rsp                         noteburst-x-noteburst-x-vcluster--usdf-rsp                        ClusterIP      10.99.68.226     <none>                                       80/TCP                                                                             355d
vcluster--usdf-rsp                         nublado-controller-x-nublado-x-vcluster--usdf-rsp                 ClusterIP      10.110.55.72     <none>                                       80/TCP                                                                             2y171d
vcluster--usdf-rsp                         obsloctap-x-obsloctap-x-vcluster--usdf-rsp                        ClusterIP      10.96.144.211    <none>                                       80/TCP                                                                             142d
vcluster--usdf-rsp                         plot-navigator-redis-x-plot-navigator-x-vcluster--usdf-rsp        ClusterIP      10.96.127.123    <none>                                       6379/TCP                                                                           442d
vcluster--usdf-rsp                         plot-navigator-x-plot-navigator-x-vcluster--usdf-rsp              ClusterIP      10.111.239.212   <none>                                       80/TCP                                                                             3y102d
vcluster--usdf-rsp                         portal-redis-x-portal-x-vcluster--usdf-rsp                        ClusterIP      10.98.70.86      <none>                                       6379/TCP                                                                           3y173d
vcluster--usdf-rsp                         portal-x-portal-x-vcluster--usdf-rsp                              ClusterIP      10.100.48.192    <none>                                       8080/TCP                                                                           3y173d
